year,trick_or_treating,gender,age,country,which_state_province_county_do_you_live_in,100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers,any_full_sized_candy_bar,black_jacks,bonkers_the_candy,bonkers_the_board_game,bottle_caps,box_o_raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,cash_or_other_forms_of_legal_tender,chardonnay,chick_o_sticks_we_don_t_know_what_that_is,chiclets,coffee_crisp,creepy_religious_comicschick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hershey_s_dark_chocolate,hershey_s_milk_chocolate,hershey_s_kisses,hugs_actual_physical_hugs,jolly_rancher_bad_flavor,jolly_ranchers_good_flavor,joyjoy_mit_iodine!,junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffytaffy,lemonheads,licorice_not_black,licorice_yes_black,lindt_truffle,lollipops,mars,mary_janes,maynards,mike_and_ike,milk_duds,milky_way,regular_m&ms,peanut_m&m_s,blue_m&m_s,red_m&m_s,third_party_m&m_s,minibags_of_chips,mint_kisses,mint_juleps,mr_goodbar,necco_wafers,nerds,nestle_crunch,now_n_laters,peeps,pencils,person_of_interest_season_3_dvd_box_set_not_including_disc_4_with_hilarious_outtakes,pixy_stix,reese_s_peanut_butter_cups,reese_s_pieces,reggie_jackson_bar,rolos,skittles,smarties_american,smarties_commonwealth,snickers,sourpatch_kids_ie_abominations_of_nature,spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_a_friend_to_diabetes,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein,vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties
2016-10-24T08:31:10Z,No,Male,58.0,USA,Michigan,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY
2016-10-24T08:32:16Z,No,Male,39.0,Canada,Ontario,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY
2016-10-24T08:32:24Z,No,Female,28.0,USA,New Mexico,MEH,DESPAIR,JOY,MEH,MEH,NA,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,NA,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,NA,MEH,NA,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,NA,NA,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,NA,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,NA,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,NA,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:34:54Z,No,Male,46.0,United States,Oregon,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH
2016-10-24T08:35:01Z,No,Male,59.0,US,WA,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR
2016-10-24T08:36:08Z,No,Female,46.0,usa,ga,JOY,DESPAIR,JOY,NA,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,NA,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,NA,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH
2016-10-24T08:37:32Z,No,Male,74.0,USA,New Mexico,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,NA,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,NA,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY
2016-10-24T08:37:54Z,No,Male,55.0,USA,Texas,NA,DESPAIR,JOY,NA,NA,NA,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,NA,MEH,JOY,NA,MEH,NA,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,NA,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,NA,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,NA,NA,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY
2016-10-24T08:39:35Z,No,Female,19.0,United States of America,Pennsylvania,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH
2016-10-24T08:40:37Z,No,Male,55.0,USA,Arizona,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY
2016-10-24T08:42:05Z,No,Female,53.0,US,Texas,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY
2016-10-24T08:43:05Z,No,Male,45.0,USA! USA! USA!,Virginia,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,NA,DESPAIR,NA,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:44:21Z,No,Female,50.0,USA,NA,JOY,DESPAIR,JOY,DESPAIR,NA,NA,MEH,MEH,MEH,MEH,JOY,JOY,NA,NA,JOY,DESPAIR,NA,DESPAIR,NA,NA,DESPAIR,MEH,JOY,NA,DESPAIR,JOY,NA,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,NA,MEH,NA,DESPAIR,NA,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,NA,NA,NA,JOY,JOY,JOY,MEH,NA,NA,MEH,NA,MEH,DESPAIR,MEH,MEH,MEH,JOY,NA,DESPAIR,MEH,NA,MEH,DESPAIR,DESPAIR,NA,JOY,MEH,JOY,NA,MEH,NA,DESPAIR,JOY,JOY,NA,NA,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,JOY
2016-10-24T08:45:42Z,No,Female,64.0,Canada,Ontario,NA,DESPAIR,JOY,NA,NA,NA,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,NA,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,NA,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,NA,MEH,MEH,JOY,JOY,NA,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,NA,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,NA,MEH,JOY,JOY,DESPAIR,JOY,JOY,NA,JOY,JOY,JOY,NA,JOY,DESPAIR,NA,MEH,JOY,JOY,NA,MEH,NA,JOY,JOY,MEH,MEH,NA,JOY,DESPAIR,DESPAIR,MEH,JOY
2016-10-24T08:45:52Z,No,NA,37.0,usa,ca,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:46:02Z,No,Male,NA,47.0,california,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:46:03Z,No,Female,58.0,usa,mn,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH
2016-10-24T08:47:25Z,No,Male,46.0,United States,New York,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR
2016-10-24T08:47:28Z,Yes,Female,36.0,USA,Michigan,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY
2016-10-24T08:48:26Z,No,Male,34.0,USA,MN,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR
2016-10-24T08:49:08Z,No,Male,41.0,United States,Minnesota,JOY,DESPAIR,JOY,MEH,NA,NA,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,NA,JOY,NA,DESPAIR,NA,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,NA,JOY,NA,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,NA,JOY,JOY,JOY,NA,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:49:15Z,No,Female,37.0,united states,california,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,NA,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR
2016-10-24T08:50:08Z,Yes,Male,43.0,USA,OR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY
2016-10-24T08:50:32Z,No,Male,Ancient,Cascadia,WA,JOY,DESPAIR,JOY,NA,NA,NA,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,NA,MEH,NA,JOY,DESPAIR,JOY,JOY,NA,DESPAIR,JOY,NA,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,NA,JOY,NA,DESPAIR,NA,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,NA,NA,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,NA,JOY,JOY,DESPAIR,JOY,JOY,MEH,NA,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY
